66	Schaefer2018_17Networks_LH_DorsAttnA_SPL_2
67	Schaefer2018_17Networks_LH_DorsAttnA_SPL_3
68	Schaefer2018_17Networks_LH_DorsAttnA_SPL_4
69	Schaefer2018_17Networks_LH_DorsAttnA_SPL_5
70	Schaefer2018_17Networks_LH_DorsAttnA_SPL_6
71	Schaefer2018_17Networks_LH_DorsAttnA_SPL_7
72	Schaefer2018_17Networks_LH_DorsAttnA_SPL_8
73	Schaefer2018_17Networks_LH_DorsAttnB_PostC_1
74	Schaefer2018_17Networks_LH_DorsAttnB_PostC_2
75	Schaefer2018_17Networks_LH_DorsAttnB_PostC_3
76	Schaefer2018_17Networks_LH_DorsAttnB_PostC_4
77	Schaefer2018_17Networks_LH_DorsAttnB_PostC_5
78	Schaefer2018_17Networks_LH_DorsAttnB_PostC_6
79	Schaefer2018_17Networks_LH_DorsAttnB_PostC_7
80	Schaefer2018_17Networks_LH_DorsAttnB_PostC_8
81	Schaefer2018_17Networks_LH_DorsAttnB_PostC_9
82	Schaefer2018_17Networks_LH_DorsAttnB_FEF_1
83	Schaefer2018_17Networks_LH_DorsAttnB_FEF_2
84	Schaefer2018_17Networks_LH_DorsAttnB_FEF_3
85	Schaefer2018_17Networks_LH_DorsAttnB_PrCv_1
86	Schaefer2018_17Networks_LH_SalVentAttnA_ParOper_1
87	Schaefer2018_17Networks_LH_SalVentAttnA_ParOper_2
88	Schaefer2018_17Networks_LH_SalVentAttnA_ParOper_3
89	Schaefer2018_17Networks_LH_SalVentAttnA_Ins_1
90	Schaefer2018_17Networks_LH_SalVentAttnA_Ins_2
91	Schaefer2018_17Networks_LH_SalVentAttnA_Ins_3
92	Schaefer2018_17Networks_LH_SalVentAttnA_Ins_4
93	Schaefer2018_17Networks_LH_SalVentAttnA_FrOper_1
94	Schaefer2018_17Networks_LH_SalVentAttnA_FrOper_2
95	Schaefer2018_17Networks_LH_SalVentAttnA_ParMed_1
96	Schaefer2018_17Networks_LH_SalVentAttnA_ParMed_2
97	Schaefer2018_17Networks_LH_SalVentAttnA_ParMed_3
98	Schaefer2018_17Networks_LH_SalVentAttnA_FrMed_1
99	Schaefer2018_17Networks_LH_SalVentAttnA_FrMed_2
100	Schaefer2018_17Networks_LH_SalVentAttnA_FrMed_3
101	Schaefer2018_17Networks_LH_SalVentAttnB_PFCl_1
102	Schaefer2018_17Networks_LH_SalVentAttnB_PFCl_2
103	Schaefer2018_17Networks_LH_SalVentAttnB_PFCl_3
104	Schaefer2018_17Networks_LH_SalVentAttnB_Ins_1
105	Schaefer2018_17Networks_LH_SalVentAttnB_Ins_2
106	Schaefer2018_17Networks_LH_SalVentAttnB_Ins_3
107	Schaefer2018_17Networks_LH_SalVentAttnB_OFC_1
108	Schaefer2018_17Networks_LH_SalVentAttnB_PFCmp_1
109	Schaefer2018_17Networks_LH_Limbic_OFC_1
110	Schaefer2018_17Networks_LH_Limbic_OFC_2
111	Schaefer2018_17Networks_LH_Limbic_OFC_3
112	Schaefer2018_17Networks_LH_Limbic_OFC_4
113	Schaefer2018_17Networks_LH_Limbic_OFC_5
114	Schaefer2018_17Networks_LH_Limbic_TempPole_1
115	Schaefer2018_17Networks_LH_Limbic_TempPole_2
116	Schaefer2018_17Networks_LH_Limbic_TempPole_3
117	Schaefer2018_17Networks_LH_Limbic_TempPole_4
118	Schaefer2018_17Networks_LH_Limbic_TempPole_5
119	Schaefer2018_17Networks_LH_Limbic_TempPole_6
120	Schaefer2018_17Networks_LH_Limbic_TempPole_7
121	Schaefer2018_17Networks_LH_ContA_Temp_1
122	Schaefer2018_17Networks_LH_ContA_IPS_1
123	Schaefer2018_17Networks_LH_ContA_IPS_2
124	Schaefer2018_17Networks_LH_ContA_IPS_3
125	Schaefer2018_17Networks_LH_ContA_IPS_4
126	Schaefer2018_17Networks_LH_ContA_IPS_5
127	Schaefer2018_17Networks_LH_ContA_PFCd_1
128	Schaefer2018_17Networks_LH_ContA_PFClv_1
129	Schaefer2018_17Networks_LH_ContA_PFClv_2
130	Schaefer2018_17Networks_LH_ContA_PFCl_3
131	Schaefer2018_17Networks_LH_ContA_PFCl_4
132	Schaefer2018_17Networks_LH_ContA_PFCl_5
133	Schaefer2018_17Networks_LH_ContA_Cingm_1
134	Schaefer2018_17Networks_LH_ContB_Temp_1
135	Schaefer2018_17Networks_LH_ContB_Temp_2
136	Schaefer2018_17Networks_LH_ContB_IPL_1
137	Schaefer2018_17Networks_LH_ContB_IPL_2
138	Schaefer2018_17Networks_LH_ContB_IPL_3
139	Schaefer2018_17Networks_LH_ContB_PFCd_1
140	Schaefer2018_17Networks_LH_ContB_PFClv_1
141	Schaefer2018_17Networks_LH_ContB_PFClv_2
142	Schaefer2018_17Networks_LH_ContB_PFClv_3
143	Schaefer2018_17Networks_LH_ContB_PFCmp_1
144	Schaefer2018_17Networks_LH_ContC_pCun_1
145	Schaefer2018_17Networks_LH_ContC_pCun_2
146	Schaefer2018_17Networks_LH_ContC_pCun_3
147	Schaefer2018_17Networks_LH_ContC_Cingp_1
148	Schaefer2018_17Networks_LH_ContC_Cingp_2
149	Schaefer2018_17Networks_LH_DefaultA_IPL_1
150	Schaefer2018_17Networks_LH_DefaultA_IPL_2
151	Schaefer2018_17Networks_LH_DefaultA_PFCd_1
152	Schaefer2018_17Networks_LH_DefaultA_PFCd_2
153	Schaefer2018_17Networks_LH_DefaultA_PFCd_3
154	Schaefer2018_17Networks_LH_DefaultA_pCunPCC_1
155	Schaefer2018_17Networks_LH_DefaultA_pCunPCC_2
156	Schaefer2018_17Networks_LH_DefaultA_pCunPCC_3
157	Schaefer2018_17Networks_LH_DefaultA_pCunPCC_4
158	Schaefer2018_17Networks_LH_DefaultA_pCunPCC_5
159	Schaefer2018_17Networks_LH_DefaultA_pCunPCC_6
160	Schaefer2018_17Networks_LH_DefaultA_pCunPCC_7
161	Schaefer2018_17Networks_LH_DefaultA_PFCm_1
162	Schaefer2018_17Networks_LH_DefaultA_PFCm_2
163	Schaefer2018_17Networks_LH_DefaultA_PFCm_3
164	Schaefer2018_17Networks_LH_DefaultA_PFCm_4
165	Schaefer2018_17Networks_LH_DefaultA_PFCm_5
166	Schaefer2018_17Networks_LH_DefaultA_PFCm_6
167	Schaefer2018_17Networks_LH_DefaultB_Temp_1
168	Schaefer2018_17Networks_LH_DefaultB_Temp_2
169	Schaefer2018_17Networks_LH_DefaultB_Temp_3
170	Schaefer2018_17Networks_LH_DefaultB_Temp_4
171	Schaefer2018_17Networks_LH_DefaultB_Temp_5
172	Schaefer2018_17Networks_LH_DefaultB_Temp_6
173	Schaefer2018_17Networks_LH_DefaultB_IPL_1
174	Schaefer2018_17Networks_LH_DefaultB_IPL_2
175	Schaefer2018_17Networks_LH_DefaultB_PFCd_1
176	Schaefer2018_17Networks_LH_DefaultB_PFCd_2
177	Schaefer2018_17Networks_LH_DefaultB_PFCd_3
178	Schaefer2018_17Networks_LH_DefaultB_PFCd_4
179	Schaefer2018_17Networks_LH_DefaultB_PFCd_5
180	Schaefer2018_17Networks_LH_DefaultB_PFCd_6
181	Schaefer2018_17Networks_LH_DefaultB_PFCl_1
182	Schaefer2018_17Networks_LH_DefaultB_PFCl_2
183	Schaefer2018_17Networks_LH_DefaultB_PFCv_1
184	Schaefer2018_17Networks_LH_DefaultB_PFCv_2
185	Schaefer2018_17Networks_LH_DefaultB_PFCv_3
186	Schaefer2018_17Networks_LH_DefaultB_PFCv_4
187	Schaefer2018_17Networks_LH_DefaultB_PFCv_5
188	Schaefer2018_17Networks_LH_DefaultC_IPL_1
189	Schaefer2018_17Networks_LH_DefaultC_Rsp_1
190	Schaefer2018_17Networks_LH_DefaultC_Rsp_2
191	Schaefer2018_17Networks_LH_DefaultC_Rsp_3
192	Schaefer2018_17Networks_LH_DefaultC_PHC_1
193	Schaefer2018_17Networks_LH_DefaultC_PHC_2
194	Schaefer2018_17Networks_LH_DefaultC_PHC_3
195	Schaefer2018_17Networks_LH_TempPar_1
196	Schaefer2018_17Networks_LH_TempPar_2
197	Schaefer2018_17Networks_LH_TempPar_3
198	Schaefer2018_17Networks_LH_TempPar_4
199	Schaefer2018_17Networks_LH_TempPar_5
200	Schaefer2018_17Networks_LH_TempPar_6
201	Schaefer2018_17Networks_RH_VisCent_ExStr_1
202	Schaefer2018_17Networks_RH_VisCent_ExStr_2
203	Schaefer2018_17Networks_RH_VisCent_ExStr_3
204	Schaefer2018_17Networks_RH_VisCent_ExStr_4
205	Schaefer2018_17Networks_RH_VisCent_ExStr_5
206	Schaefer2018_17Networks_RH_VisCent_ExStr_6
207	Schaefer2018_17Networks_RH_VisCent_Striate_1
208	Schaefer2018_17Networks_RH_VisCent_ExStr_8
209	Schaefer2018_17Networks_RH_VisCent_ExStr_9
210	Schaefer2018_17Networks_RH_VisCent_ExStr_10
211	Schaefer2018_17Networks_RH_VisCent_ExStr_11
212	Schaefer2018_17Networks_RH_VisCent_ExStr_12
213	Schaefer2018_17Networks_RH_VisPeri_ExStrInf_1
214	Schaefer2018_17Networks_RH_VisPeri_ExStrInf_2
215	Schaefer2018_17Networks_RH_VisPeri_ExStrInf_3
216	Schaefer2018_17Networks_RH_VisPeri_ExStrInf_4
217	Schaefer2018_17Networks_RH_VisPeri_ExStrInf_5
218	Schaefer2018_17Networks_RH_VisPeri_StriCal_1
219	Schaefer2018_17Networks_RH_VisPeri_StriCal_2
220	Schaefer2018_17Networks_RH_VisPeri_ExStrSup_8
221	Schaefer2018_17Networks_RH_VisPeri_ExStrSup_9
222	Schaefer2018_17Networks_RH_VisPeri_ExStrSup_10
223	Schaefer2018_17Networks_RH_VisPeri_ExStrSup_11
224	Schaefer2018_17Networks_RH_SomMotA_1
225	Schaefer2018_17Networks_RH_SomMotA_2
226	Schaefer2018_17Networks_RH_SomMotA_3
227	Schaefer2018_17Networks_RH_SomMotA_4
228	Schaefer2018_17Networks_RH_SomMotA_5
229	Schaefer2018_17Networks_RH_SomMotA_6
230	Schaefer2018_17Networks_RH_SomMotA_7
231	Schaefer2018_17Networks_RH_SomMotA_8
232	Schaefer2018_17Networks_RH_SomMotA_9
233	Schaefer2018_17Networks_RH_SomMotA_10
234	Schaefer2018_17Networks_RH_SomMotA_11
235	Schaefer2018_17Networks_RH_SomMotA_12
236	Schaefer2018_17Networks_RH_SomMotA_13
237	Schaefer2018_17Networks_RH_SomMotA_14
238	Schaefer2018_17Networks_RH_SomMotA_15
239	Schaefer2018_17Networks_RH_SomMotA_16
240	Schaefer2018_17Networks_RH_SomMotA_17
241	Schaefer2018_17Networks_RH_SomMotA_18
242	Schaefer2018_17Networks_RH_SomMotA_19
243	Schaefer2018_17Networks_RH_SomMotA_20
244	Schaefer2018_17Networks_RH_SomMotB_Aud_1
245	Schaefer2018_17Networks_RH_SomMotB_Aud_2
246	Schaefer2018_17Networks_RH_SomMotB_Ins_1
247	Schaefer2018_17Networks_RH_SomMotB_S2_4
248	Schaefer2018_17Networks_RH_SomMotB_S2_5
249	Schaefer2018_17Networks_RH_SomMotB_Aud_3
250	Schaefer2018_17Networks_RH_SomMotB_S2_7
251	Schaefer2018_17Networks_RH_SomMotB_S2_8
252	Schaefer2018_17Networks_RH_SomMotB_S2_9
253	Schaefer2018_17Networks_RH_SomMotB_S2_10
254	Schaefer2018_17Networks_RH_SomMotB_S2_11
255	Schaefer2018_17Networks_RH_SomMotB_S2_12
256	Schaefer2018_17Networks_RH_SomMotB_Cent_1
257	Schaefer2018_17Networks_RH_SomMotB_Cent_2
258	Schaefer2018_17Networks_RH_SomMotB_Cent_3
259	Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_1
260	Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_2
261	Schaefer2018_17Networks_RH_DorsAttnA_TempOcc_3
262	Schaefer2018_17Networks_RH_DorsAttnA_ParOcc_1
263	Schaefer2018_17Networks_RH_DorsAttnA_ParOcc_2
264	Schaefer2018_17Networks_RH_DorsAttnA_ParOcc_3
265	Schaefer2018_17Networks_RH_DorsAttnA_SPL_2
266	Schaefer2018_17Networks_RH_DorsAttnA_SPL_3
267	Schaefer2018_17Networks_RH_DorsAttnA_SPL_4
268	Schaefer2018_17Networks_RH_DorsAttnA_SPL_5
269	Schaefer2018_17Networks_RH_DorsAttnA_SPL_6
270	Schaefer2018_17Networks_RH_DorsAttnA_SPL_7
271	Schaefer2018_17Networks_RH_DorsAttnA_SPL_8
272	Schaefer2018_17Networks_RH_DorsAttnA_SPL_9
273	Schaefer2018_17Networks_RH_DorsAttnB_TempOcc_1
274	Schaefer2018_17Networks_RH_DorsAttnB_PostC_1
275	Schaefer2018_17Networks_RH_DorsAttnB_PostC_2
276	Schaefer2018_17Networks_RH_DorsAttnB_PostC_3
277	Schaefer2018_17Networks_RH_DorsAttnB_PostC_4
278	Schaefer2018_17Networks_RH_DorsAttnB_PostC_5
279	Schaefer2018_17Networks_RH_DorsAttnB_PostC_6
280	Schaefer2018_17Networks_RH_DorsAttnB_PostC_7
281	Schaefer2018_17Networks_RH_DorsAttnB_PostC_8
282	Schaefer2018_17Networks_RH_DorsAttnB_FEF_1
283	Schaefer2018_17Networks_RH_DorsAttnB_FEF_2
284	Schaefer2018_17Networks_RH_DorsAttnB_FEF_3
285	Schaefer2018_17Networks_RH_SalVentAttnA_ParOper_1
286	Schaefer2018_17Networks_RH_SalVentAttnA_ParOper_2
287	Schaefer2018_17Networks_RH_SalVentAttnA_ParOper_3
288	Schaefer2018_17Networks_RH_SalVentAttnA_PrC_1
289	Schaefer2018_17Networks_RH_SalVentAttnA_Ins_1
290	Schaefer2018_17Networks_RH_SalVentAttnA_Ins_2
291	Schaefer2018_17Networks_RH_SalVentAttnA_Ins_3
292	Schaefer2018_17Networks_RH_SalVentAttnA_Ins_4
293	Schaefer2018_17Networks_RH_SalVentAttnA_FrOper_1
294	Schaefer2018_17Networks_RH_SalVentAttnA_FrOper_2
295	Schaefer2018_17Networks_RH_SalVentAttnA_FrOper_3
296	Schaefer2018_17Networks_RH_SalVentAttnA_FrMed_1
297	Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_2
298	Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_3
299	Schaefer2018_17Networks_RH_SalVentAttnA_FrMed_2
300	Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_5
301	Schaefer2018_17Networks_RH_SalVentAttnA_ParMed_6
302	Schaefer2018_17Networks_RH_SalVentAttnA_FrMed_3
303	Schaefer2018_17Networks_RH_SalVentAttnA_FrMed_4
304	Schaefer2018_17Networks_RH_SalVentAttnB_IPL_1
305	Schaefer2018_17Networks_RH_SalVentAttnB_PFClv_1
306	Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_2
307	Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_3
308	Schaefer2018_17Networks_RH_SalVentAttnB_PFCl_4
309	Schaefer2018_17Networks_RH_SalVentAttnB_Ins_1
310	Schaefer2018_17Networks_RH_SalVentAttnB_Ins_2
311	Schaefer2018_17Networks_RH_SalVentAttnB_PFCmp_1
312	Schaefer2018_17Networks_RH_SalVentAttnB_PFCmp_2
313	Schaefer2018_17Networks_RH_Limbic_OFC_1
314	Schaefer2018_17Networks_RH_Limbic_OFC_2
315	Schaefer2018_17Networks_RH_Limbic_OFC_3
316	Schaefer2018_17Networks_RH_Limbic_OFC_4
317	Schaefer2018_17Networks_RH_Limbic_OFC_5
318	Schaefer2018_17Networks_RH_Limbic_OFC_6
319	Schaefer2018_17Networks_RH_Limbic_TempPole_1
320	Schaefer2018_17Networks_RH_Limbic_TempPole_2
321	Schaefer2018_17Networks_RH_Limbic_TempPole_3
322	Schaefer2018_17Networks_RH_Limbic_TempPole_4
323	Schaefer2018_17Networks_RH_Limbic_TempPole_5
324	Schaefer2018_17Networks_RH_Limbic_TempPole_6
325	Schaefer2018_17Networks_RH_ContA_IPS_1
326	Schaefer2018_17Networks_RH_ContA_IPS_2
327	Schaefer2018_17Networks_RH_ContA_IPS_3
328	Schaefer2018_17Networks_RH_ContA_IPS_4
329	Schaefer2018_17Networks_RH_ContA_PFCd_1
330	Schaefer2018_17Networks_RH_ContA_PFCl_1
331	Schaefer2018_17Networks_RH_ContA_PFCl_2
332	Schaefer2018_17Networks_RH_ContA_PFCl_3
333	Schaefer2018_17Networks_RH_ContA_PFCl_4
334	Schaefer2018_17Networks_RH_ContA_PFCl_5
335	Schaefer2018_17Networks_RH_ContA_Cingm_1
336	Schaefer2018_17Networks_RH_ContB_Temp_1
337	Schaefer2018_17Networks_RH_ContB_Temp_2
338	Schaefer2018_17Networks_RH_ContB_IPL_1
339	Schaefer2018_17Networks_RH_ContB_IPL_2
340	Schaefer2018_17Networks_RH_ContB_IPL_3
341	Schaefer2018_17Networks_RH_ContB_IPL_4
342	Schaefer2018_17Networks_RH_ContB_PFCld_1
343	Schaefer2018_17Networks_RH_ContB_PFCld_2
344	Schaefer2018_17Networks_RH_ContB_PFCld_3
345	Schaefer2018_17Networks_RH_ContB_PFCld_4
346	Schaefer2018_17Networks_RH_ContB_PFClv_1
347	Schaefer2018_17Networks_RH_ContB_PFClv_2
348	Schaefer2018_17Networks_RH_ContB_PFClv_3
349	Schaefer2018_17Networks_RH_ContB_PFClv_4
350	Schaefer2018_17Networks_RH_ContB_PFCmp_1
351	Schaefer2018_17Networks_RH_ContC_pCun_1
352	Schaefer2018_17Networks_RH_ContC_pCun_2
353	Schaefer2018_17Networks_RH_ContC_pCun_3
354	Schaefer2018_17Networks_RH_ContC_pCun_4
355	Schaefer2018_17Networks_RH_ContC_pCun_5
356	Schaefer2018_17Networks_RH_ContC_Cingp_1
357	Schaefer2018_17Networks_RH_ContC_Cingp_2
358	Schaefer2018_17Networks_RH_DefaultA_Temp_1
359	Schaefer2018_17Networks_RH_DefaultA_IPL_1
360	Schaefer2018_17Networks_RH_DefaultA_IPL_2
361	Schaefer2018_17Networks_RH_DefaultA_PFCd_1
362	Schaefer2018_17Networks_RH_DefaultA_PFCd_2
363	Schaefer2018_17Networks_RH_DefaultA_pCunPCC_1
364	Schaefer2018_17Networks_RH_DefaultA_pCunPCC_2
365	Schaefer2018_17Networks_RH_DefaultA_pCunPCC_3
366	Schaefer2018_17Networks_RH_DefaultA_pCunPCC_4
367	Schaefer2018_17Networks_RH_DefaultA_pCunPCC_5
368	Schaefer2018_17Networks_RH_DefaultA_PFCm_1
369	Schaefer2018_17Networks_RH_DefaultA_PFCm_2
370	Schaefer2018_17Networks_RH_DefaultA_PFCm_3
371	Schaefer2018_17Networks_RH_DefaultA_PFCm_4
372	Schaefer2018_17Networks_RH_DefaultA_PFCm_5
373	Schaefer2018_17Networks_RH_DefaultA_PFCm_6
374	Schaefer2018_17Networks_RH_DefaultB_Temp_1
375	Schaefer2018_17Networks_RH_DefaultB_Temp_2
376	Schaefer2018_17Networks_RH_DefaultB_AntTemp_1
377	Schaefer2018_17Networks_RH_DefaultB_PFCd_1
378	Schaefer2018_17Networks_RH_DefaultB_PFCd_2
379	Schaefer2018_17Networks_RH_DefaultB_PFCd_3
380	Schaefer2018_17Networks_RH_DefaultB_PFCd_4
381	Schaefer2018_17Networks_RH_DefaultB_PFCd_5
382	Schaefer2018_17Networks_RH_DefaultB_PFCv_1
383	Schaefer2018_17Networks_RH_DefaultB_PFCv_2
384	Schaefer2018_17Networks_RH_DefaultB_PFCv_3
385	Schaefer2018_17Networks_RH_DefaultC_IPL_1
386	Schaefer2018_17Networks_RH_DefaultC_IPL_2
387	Schaefer2018_17Networks_RH_DefaultC_Rsp_1
388	Schaefer2018_17Networks_RH_DefaultC_Rsp_2
389	Schaefer2018_17Networks_RH_DefaultC_PHC_1
390	Schaefer2018_17Networks_RH_DefaultC_PHC_2
391	Schaefer2018_17Networks_RH_TempPar_1
392	Schaefer2018_17Networks_RH_TempPar_2
393	Schaefer2018_17Networks_RH_TempPar_3
394	Schaefer2018_17Networks_RH_TempPar_4
395	Schaefer2018_17Networks_RH_TempPar_5
396	Schaefer2018_17Networks_RH_TempPar_6
397	Schaefer2018_17Networks_RH_TempPar_7
398	Schaefer2018_17Networks_RH_TempPar_8
399	Schaefer2018_17Networks_RH_TempPar_9
400	Schaefer2018_17Networks_RH_TempPar_10
401	FreeSurfer_Left-Thalamus-Proper
402	FreeSurfer_Left-Caudate
403	FreeSurfer_Left-Putamen
404	FreeSurfer_Left-Pallidum
405	FreeSurfer_Brain-Stem
406	FreeSurfer_Left-Hippocampus
407	FreeSurfer_Left-Amygdala
408	FreeSurfer_Left-Accumbens-area
409	FreeSurfer_Left-VentralDC
410	FreeSurfer_Right-Thalamus-Proper
411	FreeSurfer_Right-Caudate
412	FreeSurfer_Right-Putamen
413	FreeSurfer_Right-Pallidum
414	FreeSurfer_Right-Hippocampus
415	FreeSurfer_Right-Amygdala
416	FreeSurfer_Right-Accumbens-area
417	FreeSurfer_Right-VentralDC
418	Buckner2011_17Networks_1
419	Buckner2011_17Networks_2
420	Buckner2011_17Networks_3
421	Buckner2011_17Networks_4
422	Buckner2011_17Networks_5
423	Buckner2011_17Networks_6
424	Buckner2011_17Networks_7
425	Buckner2011_17Networks_8
426	Buckner2011_17Networks_9
427	Buckner2011_17Networks_10
428	Buckner2011_17Networks_11
429	Buckner2011_17Networks_12
430	Buckner2011_17Networks_13
431	Buckner2011_17Networks_14
432	Buckner2011_17Networks_15
433	Buckner2011_17Networks_16
434	Buckner2011_17Networks_17
